COLDID	Annotator	OriginalID	Text	Q1	Q2	Q3	Q4
1309	D	D-8011	Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.	Y	N	N	N
1309	E	D-8011	Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.	N	N	N	N
1309	F	D-8011	Anyone want to share their thoughts on their mock draft?? Just kidding. SHUT YOUR FILTHY DAMNED MOUTH, YOU CLODS.	Y	Y	N	N
1310	C	D-8012	Anyone who came to the US as an indentured servant is white trash.	Y	N	Y	N
1310	E	D-8012	Anyone who came to the US as an indentured servant is white trash.	Y	Y	N	N
1310	F	D-8012	Anyone who came to the US as an indentured servant is white trash.	Y	Y	N	N
1311	A	D-8014	Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115	Y	N	Y	N
1311	B	D-8014	Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115	Y	N	Y	N
1311	D	D-8014	Apaches' 30 MM rounds turn Jihadis into tomato soup @MarkRothschild1 @Rockprincess818 @NoFear3136 @Lanna70115	N	N	Y	N
1312	B	D-8064	At the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao	N	Y	N	N
1312	D	D-8064	At the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao	N	Y	N	N
1312	F	D-8064	At the bar in downey wit my uncle, this niggah faded hopefully he doesnt get us into a fight lmao	Y	Y	N	N
1313	A	D-8089	Aye my NIGHA #YeaYouReadinDis... Gone let ya bitch fuck wit my team @TwinzNControl donjuuuan&#8230; http://t.co/qloMazph9A	Y	Y	Y	N
1313	B	D-8089	Aye my NIGHA #YeaYouReadinDis... Gone let ya bitch fuck wit my team @TwinzNControl donjuuuan&#8230; http://t.co/qloMazph9A	Y	Y	N	N
1313	C	D-8089	Aye my NIGHA #YeaYouReadinDis... Gone let ya bitch fuck wit my team @TwinzNControl donjuuuan&#8230; http://t.co/qloMazph9A	N	Y	N	N
1314	A	D-8099	Ayy yo @Ray_Lakee my nigga @who__CHRISJONES be all up on da,pussy not lettin dat muafucka breathe.	Y	Y	Y	N
1314	C	D-8099	Ayy yo @Ray_Lakee my nigga @who__CHRISJONES be all up on da,pussy not lettin dat muafucka breathe.	N	Y	N	N
1314	E	D-8099	Ayy yo @Ray_Lakee my nigga @who__CHRISJONES be all up on da,pussy not lettin dat muafucka breathe.	N	Y	N	N
1315	B	D-8101	BASICALLY, #GOP, #ROMNEY, right wing reactionaries, drudgies, teabaggers , libertaritards, all hate our education system and teachers.	Y	Y	N	N
1315	D	D-8101	BASICALLY, #GOP, #ROMNEY, right wing reactionaries, drudgies, teabaggers , libertaritards, all hate our education system and teachers.	Y	N	N	Y
1315	F	D-8101	BASICALLY, #GOP, #ROMNEY, right wing reactionaries, drudgies, teabaggers , libertaritards, all hate our education system and teachers.	Y	Y	N	N
1315	C	D-8101	The good news of the day is that the Islamofascist bastard Ayatollah Khamenei has died. May he rot in hell with his 72 virgin pigs. #Islam	Y	Y	Y	N
1315	E	D-8101	The good news of the day is that the Islamofascist bastard Ayatollah Khamenei has died. May he rot in hell with his 72 virgin pigs. #Islam	Y	N	N	N
1315	F	D-8101	The good news of the day is that the Islamofascist bastard Ayatollah Khamenei has died. May he rot in hell with his 72 virgin pigs. #Islam	Y	Y	N	Y
1316	C	D-8112	Baby I'll whisper Vietnamese to you all soft like, "ching... chong ting o long...."	Y	N	N	N
1316	D	D-8112	Baby I'll whisper Vietnamese to you all soft like, "ching... chong ting o long...."	Y	N	N	N
1316	E	D-8112	Baby I'll whisper Vietnamese to you all soft like, "ching... chong ting o long...."	Y	N	N	N
1316	E	D-8112	Baby I'll whisper Vietnamese to you all soft like, "ching... chong ting o long...."	Y	N	N	N
1316	F	D-8112	Baby I'll whisper Vietnamese to you all soft like, "ching... chong ting o long...."	Y	N	N	N
1316	F	D-8112	Baby I'll whisper Vietnamese to you all soft like, "ching... chong ting o long...."	Y	N	N	Y
1317	A	D-8131	Bad bitches ain't cheap	N	Y	Y	N
1317	D	D-8131	Bad bitches ain't cheap	N	Y	N	N
1317	E	D-8131	Bad bitches ain't cheap	N	Y	N	N
1318	A	D-8132	Bad bitches aint cheap better pass her if u broke !!	N	Y	Y	N
1318	B	D-8132	Bad bitches aint cheap better pass her if u broke !!	Y	Y	N	N
1318	C	D-8132	Bad bitches aint cheap better pass her if u broke !!	Y	Y	N	N
1318	D	D-8132	Bad bitches aint cheap better pass her if u broke !!	N	Y	N	N
1318	E	D-8132	Bad bitches aint cheap better pass her if u broke !!	N	Y	N	N
1318	F	D-8132	Bad bitches aint cheap better pass her if u broke !!	Y	Y	N	N
1319	B	D-8133	Bad bitches an good weed	N	Y	N	N
1319	E	D-8133	Bad bitches an good weed	N	Y	N	N
1319	F	D-8133	Bad bitches an good weed	Y	Y	N	N
1320	C	D-8134	Bad bitches and good weed	N	Y	N	N
1320	E	D-8134	Bad bitches and good weed	N	Y	N	N
1320	F	D-8134	Bad bitches and good weed	Y	Y	N	N
1321	D	D-8135	Bad bitches be all ova me .. Besides pussy what could you offer me?! &#128175;&#10006;&#65039;&#128175;	N	Y	N	N
1321	E	D-8135	Bad bitches be all ova me .. Besides pussy what could you offer me?! &#128175;&#10006;&#65039;&#128175;	Y	Y	N	N
1321	F	D-8135	Bad bitches be all ova me .. Besides pussy what could you offer me?! &#128175;&#10006;&#65039;&#128175;	Y	Y	N	N
1322	A	D-8136	Bad bitches every where	N	Y	Y	N
1322	B	D-8136	Bad bitches every where	N	Y	N	N
1322	C	D-8136	Bad bitches every where	N	Y	N	N
1323	A	D-8137	Bad bitches from Oakland, she could beeee a model	N	Y	Y	N
1323	D	D-8137	Bad bitches from Oakland, she could beeee a model	N	Y	N	N
1323	E	D-8137	Bad bitches from Oakland, she could beeee a model	N	Y	N	N
1324	B	D-8138	Bad bitches hate broke niggaz.	N	Y	N	N
1324	C	D-8138	Bad bitches hate broke niggaz.	Y	Y	N	N
1324	F	D-8138	Bad bitches hate broke niggaz.	Y	Y	N	N
1325	B	D-8139	Bad bitches in dirty ass houses &lt;&lt;&lt;	N	Y	N	N
1325	C	D-8139	Bad bitches in dirty ass houses &lt;&lt;&lt;	N	Y	N	N
1325	F	D-8139	Bad bitches in dirty ass houses &lt;&lt;&lt;	Y	Y	N	N
1326	D	D-8140	Bad bitches in the pen make my toes curl	N	Y	N	N
1326	D	D-8140	Bad bitches in the pen make my toes curl	N	Y	N	N
1326	E	D-8140	Bad bitches in the pen make my toes curl	N	Y	N	N
1326	F	D-8140	Bad bitches in the pen make my toes curl	N	Y	N	N
1327	B	D-8141	Bad bitches is the only thing I like	N	Y	N	N
1327	F	D-8141	Bad bitches is the only thing I like	N	Y	N	N
1327	D	D-8141	Bad bitches is the only thing I like	N	Y	N	N
1328	B	D-8142	Bad bitches is the only thing that I like	N	Y	N	N
1328	D	D-8142	Bad bitches is the only thing that I like	N	Y	N	N
1328	F	D-8142	Bad bitches is the only thing that I like	N	Y	N	N
1329	B	D-8143	Bad bitches is the only thing that I like!!!!!! #BBLU this Saturday #BBLU #SuedeLounge #RICHGIRLS	N	Y	N	N
1329	C	D-8143	Bad bitches is the only thing that I like!!!!!! #BBLU this Saturday #BBLU #SuedeLounge #RICHGIRLS	N	Y	N	N
1329	F	D-8143	Bad bitches is the only thing that I like!!!!!! #BBLU this Saturday #BBLU #SuedeLounge #RICHGIRLS	Y	Y	N	N
1330	C	D-8144	Bad bitches is the only thing that i like	N	Y	N	N
1330	E	D-8144	Bad bitches is the only thing that i like	N	Y	N	N
1330	F	D-8144	Bad bitches is the only thing that i like	Y	Y	N	N
1331	B	D-8145	Bad bitches is the only thing that like	N	Y	N	N
1331	E	D-8145	Bad bitches is the only thing that like	N	Y	N	N
1331	F	D-8145	Bad bitches is the only thing that like	Y	Y	N	N
1332	B	D-8146	Bad bitches only	N	Y	N	N
1332	C	D-8146	Bad bitches only	N	Y	N	N
1332	F	D-8146	Bad bitches only	N	Y	N	N
1333	B	D-8147	Bad bitches only ... http://t.co/ceyb1b3rF0	N	Y	N	N
1333	E	D-8147	Bad bitches only ... http://t.co/ceyb1b3rF0	N	Y	N	N
1333	F	D-8147	Bad bitches only ... http://t.co/ceyb1b3rF0	N	Y	N	N
1334	B	D-8198	Because of the message that sends to LGBTQ residents in the state. Not as if West Virginia is a paradise for queer people. Today is major.	N	N	N	N
1334	F	D-8198	Because of the message that sends to LGBTQ residents in the state. Not as if West Virginia is a paradise for queer people. Today is major.	N	Y	N	N
1334	D	D-8198	Because of the message that sends to LGBTQ residents in the state. Not as if West Virginia is a paradise for queer people. Today is major.	N	N	N	N
1335	C	D-8235	Between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me.	Y	Y	N	N
1335	E	D-8235	Between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me.	Y	Y	N	N
1335	F	D-8235	Between the constant tweegrams and the bad bitches playing themselves out for attention and the stupid caption pics instagram lost me.	Y	Y	N	N
1336	A	D-8301	Bitches be wearing extensions, fake eye lashes and make up talkin bout they bad bitches. No bitch you are not bad you're a created player	Y	Y	Y	N
1336	D	D-8301	Bitches be wearing extensions, fake eye lashes and make up talkin bout they bad bitches. No bitch you are not bad you're a created player	Y	Y	N	N
1336	E	D-8301	Bitches be wearing extensions, fake eye lashes and make up talkin bout they bad bitches. No bitch you are not bad you're a created player	N	Y	N	N
1337	A	D-8303	Bitches can't fuck with my bitches they deadly	N	Y	Y	N
1337	B	D-8303	Bitches can't fuck with my bitches they deadly	N	Y	N	N
1337	C	D-8303	Bitches can't fuck with my bitches they deadly	N	Y	N	N
1338	A	D-8308	Bitches dont wann fxck me no more bitches wanna fxck all my bitches	N	Y	Y	N
1338	D	D-8308	Bitches dont wann fxck me no more bitches wanna fxck all my bitches	N	Y	N	Y
1338	E	D-8308	Bitches dont wann fxck me no more bitches wanna fxck all my bitches	N	Y	N	N
1339	B	D-8330	Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.	Y	Y	N	N
1339	E	D-8330	Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.	Y	Y	N	N
1339	F	D-8330	Black bitches don't be kickin up in our school. Bitches still comin wit durags still on they head nd shit.	Y	Y	N	Y
1340	A	D-8331	Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.	Y	N	Y	N
1340	B	D-8331	Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.	Y	N	Y	N
1340	D	D-8331	Black cops want to kill white citizens. Spic cops want to kill Anglo citizens. Zigeuner cops are all rapists.	Y	Y	N	Y
1341	A	D-8333	Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity	Y	Y	Y	N
1341	B	D-8333	Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity	Y	Y	N	N
1341	C	D-8333	Black people like @ChiefKeef disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity	Y	Y	Y	N
1342	C	D-8351	Bobby stole the black from Gabby. Pedro: But she kept all the ghetto. #LifeMade	N	N	N	N
1342	E	D-8351	Bobby stole the black from Gabby. Pedro: But she kept all the ghetto. #LifeMade	N	N	N	N
1342	F	D-8351	Bobby stole the black from Gabby. Pedro: But she kept all the ghetto. #LifeMade	Y	Y	N	N
1343	B	D-8363	Both of my bitches drive range rovers	N	Y	N	N
1343	F	D-8363	Both of my bitches drive range rovers	N	Y	N	N
1343	D	D-8363	Both of my bitches drive range rovers	N	Y	N	N
1344	A	D-8390	Boys dont wanna seem like bitch thats why they dont express feelings like us females do	N	Y	Y	N
1344	D	D-8390	Boys dont wanna seem like bitch thats why they dont express feelings like us females do	N	Y	Y	N
1344	E	D-8390	Boys dont wanna seem like bitch thats why they dont express feelings like us females do	Y	Y	N	Y
1345	B	D-8391	"Boys want bad bitches , and dummies. Men want strong women who respect themselves and support his grind while handling hers. "	N	Y	N	N
1345	C	D-8391	"Boys want bad bitches , and dummies. Men want strong women who respect themselves and support his grind while handling hers. "	Y	Y	N	N
1345	F	D-8391	"Boys want bad bitches , and dummies. Men want strong women who respect themselves and support his grind while handling hers. "	Y	Y	N	N
1345	A	D-8391	Boys want bad bitches , and dummies. Men want strong women who respect themselves and support his grind while handling hers.	Y	Y	Y	Y
1345	B	D-8391	Boys want bad bitches , and dummies. Men want strong women who respect themselves and support his grind while handling hers.	N	Y	N	N
1345	C	D-8391	Boys want bad bitches , and dummies. Men want strong women who respect themselves and support his grind while handling hers.	Y	Y	N	N
1346	B	D-8496	But yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her. Fuck you lil niggas.	Y	Y	N	N
1346	C	D-8496	But yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her. Fuck you lil niggas.	Y	Y	N	N
1346	F	D-8496	But yall niggas wanna call these women hoes when they leave you for a nigga that appreciates her. Fuck you lil niggas.	Y	Y	N	Y
1347	A	D-8529	Came home and found my cat sleeping on my pillow ;c I love that niggah.	N	Y	Y	N
1347	B	D-8529	Came home and found my cat sleeping on my pillow ;c I love that niggah.	N	Y	N	N
1347	C	D-8529	Came home and found my cat sleeping on my pillow ;c I love that niggah.	N	Y	N	N
1348	A	D-8588	Can't stand that faggot.	Y	Y	Y	N
1348	C	D-8588	Can't stand that faggot.	Y	Y	N	N
1348	D	D-8588	Can't stand that faggot.	Y	Y	N	N
1349	A	D-8592	Can't take u coons nowhere &amp; I mean nowhere	Y	Y	Y	N
1349	B	D-8592	Can't take u coons nowhere &amp; I mean nowhere	Y	Y	Y	N
1349	D	D-8592	Can't take u coons nowhere &amp; I mean nowhere	Y	Y	N	N
1350	A	D-8600	Can't wait till my bitches get here &#128131;	N	Y	Y	N
1350	C	D-8600	Can't wait till my bitches get here &#128131;	N	Y	N	N
1350	D	D-8600	Can't wait till my bitches get here &#128131;	N	Y	N	N
1351	A	D-8612	Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks	Y	Y	Y	N
1351	C	D-8612	Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks	N	N	Y	N
1351	E	D-8612	Cants da coloreds and da white folk gets along? We all be da same cept da colored men gots da bigga dicks	N	N	Y	N
1352	B	D-8632	Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again	Y	Y	N	N
1352	E	D-8632	Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again	Y	N	N	N
1352	F	D-8632	Ceasefire?Let's see how long those towel heads can go without trying to attack Israel then cry to national media when they get popped again	Y	Y	N	N
1353	A	D-8635	@CamilleHughes16 @_Watch_Observe_ I don't really care what some Muslims practice. I care that Islam encourages murder, hatred, sexism.	Y	N	N	N
1353	B	D-8635	@CamilleHughes16 @_Watch_Observe_ I don't really care what some Muslims practice. I care that Islam encourages murder, hatred, sexism.	Y	N	Y	N
1353	D	D-8635	@CamilleHughes16 @_Watch_Observe_ I don't really care what some Muslims practice. I care that Islam encourages murder, hatred, sexism.	Y	N	N	Y
1354	A	D-8697	Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. "gotcha bitch"	Y	Y	Y	N
1354	C	D-8697	Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. "gotcha bitch"	Y	Y	N	N
1354	D	D-8697	Chill RT @PhillyTheBoss If I ever become president Imma ban Henny from America..... For a Day, just to see you negroes panic. "gotcha bitch"	Y	Y	Y	N
1355	A	D-8708	Chris Bosh bout to disgrace the trophy like a real faggot smh	Y	Y	Y	N
1355	B	D-8708	Chris Bosh bout to disgrace the trophy like a real faggot smh	Y	Y	Y	N
1355	D	D-8708	Chris Bosh bout to disgrace the trophy like a real faggot smh	Y	Y	N	N
1356	A	D-8726	Cloud stay stealing peoples phrases first she takes jens by saying "friend" then she takes mine by saying "my nigg" get your own my nig dam	N	Y	Y	N
1356	C	D-8726	Cloud stay stealing peoples phrases first she takes jens by saying "friend" then she takes mine by saying "my nigg" get your own my nig dam	N	Y	N	N
1356	D	D-8726	Cloud stay stealing peoples phrases first she takes jens by saying "friend" then she takes mine by saying "my nigg" get your own my nig dam	N	Y	N	N
1357	B	D-8728	Clowney is a bitch nigga get his ass off my team	Y	Y	N	N
1357	E	D-8728	Clowney is a bitch nigga get his ass off my team	Y	Y	N	N
1357	F	D-8728	Clowney is a bitch nigga get his ass off my team	Y	Y	N	N
1358	A	D-8734	Code of slience pussy! HM nigga free my nigga ceddy. d ridah. quan. dollah. Dre n my nigga franc lukis n my nigga j mo	N	Y	Y	N
